original_meal,cleaned_meal,cluster_id
حليب  علب 0.5 ل,حليب علب 0 5 ل,25
حليب علب 0.5 ل,حليب علب 0 5 ل,25
خبز محسن 250 غررام,خبز محسن 250 غررام,3
بورتك,بورتك,24
شربة فريك بلحم الدجاج,شربة فريك بلحم الدجاج,35
كباب دجاج,كباب دجاج,45
(مسفوف (كسكس . سكر. زبيب,مسفوف كسكس سكر زبيب,42
خبز متنوع 250 غ,خبز متنوع 250 غ,3
ماء معدتي 0.5 ل,ماء معدتي 0 5 ل,17
خبز شوكولاتة,خبز شوكولاتة,34
ماء معدني 0.5لتر,ماء معدني 0 5لتر,17
ماء معدني 0.5 لتر,ماء معدني 0 5 لتر,17
عجائن صناعية ( معكرونة ),عجائن صناعية معكرونة,3
مربى 10غ,مربى 10غ,32
ياورت معطر,ياورت معطر,9
ماء معدني  0.5ل,ماء معدني 0 5ل,17
حلوبات جافة,حلوبات جافة,7
باغوورت قارورة,باغوورت قارورة,9
-عجائن صناعية  -معكرونة,عجائن صناعية معكرونة,3
قهوة 5 غ,قهوة 5 غ,8
قهوة 5غ,قهوة 5غ,8
حليب 5 غ,حليب 5 غ,25
سللاطة متنوعة,سللاطة متنوعة,41
سلاطة تنوعة,سلاطة تنوعة,41
40 حليب غ,40 حليب غ,25
قهزة,قهزة,22
مادلبن,مادلبن,20
زبدة علب 20 غ,زبدة علب 20 غ,32
زيدة علب  20 غ,زيدة علب 20 غ,32
مربى علب  10 غ,مربى علب 10 غ,32
باغورت معطر,باغورت معطر,9
خبز  250 غ,خبز 250 غ,3
فصوليا  بيضاء,فصوليا بيضاء,22
حلويات  جافة,حلويات جافة,7
مربى علب 10 غ,مربى علب 10 غ,32
باغورت فواكه,باغورت فواكه,43
زبدة علب  10 غ,زبدة علب 10 غ,32
جين قطع,جين قطع,22
بطاطا كوشة,بطاطا كوشة,12
زيدة علب 10 غ,زيدة علب 10 غ,32
عجائن صناعية  (معكرونة),عجائن صناعية معكرونة,3
تونة  علب 65 غ,تونة علب 65 غ,23
زيدة علب 20 غ,زيدة علب 20 غ,32
باغورت فواكه,باغورت فواكه,43
باغورت قارورة,باغورت قارورة,22
زيدة علب 10 غ,زيدة علب 10 غ,32
علب عصير,علب عصير,47
زبدة 20 غ,زبدة 20 غ,32
مربى 20 غ,مربى 20 غ,32
ياغورت  فواكه,ياغورت فواكه,14
زبدة  20 غ,زبدة 20 غ,32
ياغورن معطر,ياغورن معطر,14
(عجائن صناعية)معكرونة,عجائن صناعية معكرونة,3
سباقتي (عجائن صناعية),سباقتي عجائن صناعية,13
مادليين,مادليين,20
زيتون اخضر او مقطع,زيتون اخضر او مقطع,21
ماء معدني0.5ل,ماء معدني0 5ل,17
زيتون مقطع,زيتون مقطع,21
طون علب65 غ,طون علب65 غ,2
كوشة,كوشة,6
تونة علب65 غ,تونة علب65 غ,23
برتقال الموسم,برتقال الموسم,43
قهوة وشكولاطة,قهوة وشكولاطة,8
مادليين,مادليين,20
قهوة وشكولاطة,قهوة وشكولاطة,8
سرديين علب,سرديين علب,38
قرتان شفلور بطاطا,قرتان شفلور بطاطا,12
معكرونة (عجائن صناعية),معكرونة عجائن صناعية,3
ياووت فواكه,ياووت فواكه,9
شربة فريك/شعيرية,شربة فريك شعيرية,35
مربى 30 غ,مربى 30 غ,32
قرتان  شفلور وبطاطا,قرتان شفلور وبطاطا,12
شربة فريك  او شعيرية,شربة فريك او شعيرية,35
معكرونة(عجائن صناعية),معكرونة عجائن صناعية,3
تون علب 65 غ,تون علب 65 غ,23
المسفوف (كسكي+سكر +زبيب),المسفوف كسكي سكر زبيب,42
حليب (قهوة وشكولاطة),حليب قهوة وشكولاطة,8
رولي بلحم,رولي بلحم,33
الخضروات (بطاطا+جزر+لوبيا خضراء+فطريات),الخضروات بطاطا جزر لوبيا خضراء فطريات,37
شربة فريك بلحم الخروف (فريك 15 غ+دجاج 60 غ +لحم خروف 40 غ),شربة فريك بلحم الخروف فريك 15 غ دجاج 60 غ لحم خروف 40 غ,5
"طاجين حلو (تفاح 30غ , زبيب 10غ , عين بقرة 20 غ,مشمش مجفف 50 غ )",طاجين حلو تفاح 30غ زبيب 10غ عين بقرة 20 غ مشمش مجفف 50 غ,32
40 حليب(قهوة شكولاطة)غ,40 حليب قهوة شكولاطة غ,8
قلب لوز,قلب لوز,30
صباع عروس,صباع عروس,22
رايب 0.25 ل,رايب 0 25 ل,22
طاجيين حلو,طاجيين حلو,2
طجين جبن,طجين جبن,2
صباع عروس,صباع عروس,22
لبن 0.25 ل,لبن 0 25 ل,25
"بوراك (بطاطا 40 غ, لحم العجل او الدجاج 20 غ, جبن ذائب 30 غ )",بوراك بطاطا 40 غ لحم العجل او الدجاج 20 غ جبن ذائب 30 غ,19
رايب  0.25 ل,رايب 0 25 ل,22
حليب (قهوة وشكولاطة ) 40 غ,حليب قهوة وشكولاطة 40 غ,8
موز 100 غ,موز 100 غ,15
حليب(قهوة وشكولاطة) 40 غ,حليب قهوة وشكولاطة 40 غ,8
حليب مبستر  0.25 ل,حليب مبستر 0 25 ل,25
"طاجين حلو (تفاح 30غ , زبيب 10غ , عين بقرة 20 غ,مشمش مجفف 50 غ )",طاجين حلو تفاح 30غ زبيب 10غ عين بقرة 20 غ مشمش مجفف 50 غ,32
"المسفوف (كسكس 60 غ , زبيب 10 غ , سكر 10 غ )",المسفوف كسكس 60 غ زبيب 10 غ سكر 10 غ,42
رايب 0.25 ل,رايب 0 25 ل,22
خبز شكولاطة,خبز شكولاطة,34
صباع العروس,صباع العروس,22
حليب مبستر  0.25 ل,حليب مبستر 0 25 ل,25
ماء معدني 0.25ل,ماء معدني 0 25ل,17
الخضروات(بطاطا+جزر+لوبيا خضراء+ فطريات),الخضروات بطاطا جزر لوبيا خضراء فطريات,37
ياغوررت فواكه,ياغوررت فواكه,14
لبن 0.25 ل,لبن 0 25 ل,25
جلبانة بالفريت,جلبانة بالفريت,36
طاجيين جبن,طاجيين جبن,2
صباع العروس01,صباع العروس01,22
ماء معدني 0.25ل,ماء معدني 0 25ل,17
حليب مبستر 0.25 ل,حليب مبستر 0 25 ل,25
طاجيين مثوم,طاجيين مثوم,22
تفاح 100 غ,تفاح 100 غ,15
لبن 0.25ل,لبن 0 25ل,25
برتقال 100 غ,برتقال 100 غ,15
رايب 0.25ل,رايب 0 25ل,22
طاجيين جبن,طاجيين جبن,2
تفاح 100 غ,تفاح 100 غ,15
طاجيين مثوم,طاجيين مثوم,22
65 تونة علب  غ,65 تونة علب غ,23
قهوة شكولاطة,قهوة شكولاطة,8
طجين جبن,طجين جبن,2
لحم ةالدجاج,لحم ةالدجاج,45
ماء المعدني 0.5 ل,ماء المعدني 0 5 ل,17
ياغوورت فواكه,ياغوورت فواكه,9
خبز محسن 150-250 غ,خبز محسن 150 250 غ,39
خبز محسن  150-250,خبز محسن 150 250,39
ادليين,ادليين,20
تونة 65 غ,تونة 65 غ,23
ماء المعدني 0.5 ل,ماء المعدني 0 5 ل,17
طجين زيتون اخضر,طجين زيتون اخضر,2
خبز محسن 150-250,خبز محسن 150 250,39
Café au lait,Café au lait,22
جبن قطعة,جبن قطعة,1
خبز+زبدة,خبز زبدة,3
شربى,شربى,47
جلبان  مجمد,جلبان مجمد,36
زيتون مرقة,زيتون مرقة,21
ياورت,ياورت,9
يأتي جبن,يأتي جبن,1
ياوغرت,ياوغرت,9
حمص مرقة,حمص مرقة,40
تغاح,تغاح,22
كراتان,كراتان,22
ياوغرت,ياوغرت,9
خبز + زبدة,خبز زبدة,3
بيض طازج,بيض طازج,11
تمر او ياوغرت,تمر او ياوغرت,9
يأتي بالجبن,يأتي بالجبن,1
ارز مرقة,ارز مرقة,44
جلبان مجمد مرقة,جلبان مجمد مرقة,36
بطاط كراتان,بطاط كراتان,12
أرز مرقة,أرز مرقة,40
خبز +زبدة,خبز زبدة,3
جلبان مجمد مرقة,جلبان مجمد مرقة,36
خبز+مربى٣,خبز مربى٣,3
ارز مرقة,ارز مرقة,44
جبن قطعة,جبن قطعة,1
بيض او يأتي جبن,بيض او يأتي جبن,11
كراتان بطاطا,كراتان بطاطا,12
زيتون بدون نواة مرقة,زيتون بدون نواة مرقة,21
خبز زبدة,خبز زبدة,3
تمر او فاكهة موسيمية,تمر او فاكهة موسيمية,43
عدس مرقة,عدس مرقة,40
فاكهة موسيمية  او تمر,فاكهة موسيمية او تمر,43
جلبان مجمدة,جلبان مجمدة,36
بطاطا كراتان,بطاطا كراتان,12
جلبان مجمد,جلبان مجمد,36
ارز  مرقة,ارز مرقة,44
زيتون بدون نواة  مرقة,زيتون بدون نواة مرقة,21
باتي جبن,باتي جبن,1
زيتون بدون نواة مرقة,زيتون بدون نواة مرقة,21
حمص مرقة,حمص مرقة,40
عدس مرقة,عدس مرقة,40
طونة (علبة),طونة علبة,2
بطاطا مسحوقة(Purée),بطاطا مسحوقة Purée,12
خبز و زبدة,خبز و زبدة,3
عجائن(Pâtes ),عجائن Pâtes,3
باتي جبن,باتي جبن,1
كراتان بطاطا,كراتان بطاطا,12
بطاطا مرحية Purée,بطاطا مرحية Purée,12
خبز وزبدة,خبز وزبدة,3
طونة علبة,طونة علبة,2
خبز و مربى,خبز و مربى,3
خبزوزبدة,خبزوزبدة,3
سلاطة شمندر,سلاطة شمندر,41
حلويات د,حلويات د,7
فاكهة و ياوغرت,فاكهة و ياوغرت,9
قلب لوز او زلابية,قلب لوز او زلابية,30
فواكه موسيمية,فواكه موسيمية,43
لوبيا خضراء مرقة,لوبيا خضراء مرقة,28
ياوغرت و فاكهة,ياوغرت و فاكهة,9
قلب لوز او زلابية,قلب لوز او زلابية,30
كراتان لحم مرحي,كراتان لحم مرحي,33
معقدة بطاطا,معقدة بطاطا,12
فواكه موسيمية,فواكه موسيمية,43
متوم,متوم,22
معقودة بطاطا,معقودة بطاطا,12
فاكهة و عصير الفواكه,فاكهة و عصير الفواكه,16
حليب و لبن,حليب و لبن,25
فاكهة موسيمية و ياوغرت,فاكهة موسيمية و ياوغرت,9
فاكهة موسيمية و عصير الفواكه,فاكهة موسيمية و عصير الفواكه,16
كراتان لحم مرحي,كراتان لحم مرحي,33
متوم,متوم,22
بيض او كاشير,بيض او كاشير,11
زيتون بدون نواة او لوبيا خضراء,زيتون بدون نواة او لوبيا خضراء,21
ياوغرت بالفواكه أو موز,ياوغرت بالفواكه أو موز,16
ياوغرت معطر,ياوغرت معطر,9
سمك طازج أو باتيحبن,سمك طازج أو باتيحبن,38
ياوغرت كرام ديسار,ياوغرت كرام ديسار,18
بيض اوملات,بيض اوملات,11
ياوغرت بالفواكه,ياوغرت بالفواكه,43
أرز أو فاصولياء,أرز أو فاصولياء,44
خبز و مربى و زبدة,خبز و مربى و زبدة,3
كراتان بطاطا أو بطاطا مرحية,كراتان بطاطا أو بطاطا مرحية,12
بيض اوملات او باتي,بيض اوملات او باتي,11
عجائن و فلفل اخضر,عجائن و فلفل اخضر,3
ياوغرت معطر,ياوغرت معطر,9
خبز و مربى و زبدة,خبز و مربى و زبدة,3
كسكس بالمرقة,كسكس بالمرقة,40
لحلو,لحلو,7
عصير الفواكه و تفاح,عصير الفواكه و تفاح,15
عصير الفواكه و موز,عصير الفواكه و موز,16
بطاطا كراتان أو مرحية,بطاطا كراتان أو مرحية,12
فلفل أخضر,فلفل أخضر,37
طونة معلبة او جبن قطعة,طونة معلبة او جبن قطعة,2
مرقة زيتون بدون نواة,مرقة زيتون بدون نواة,21
مرقة جلبان مجمد,مرقة جلبان مجمد,36
مرقة جلبان مجمد,مرقة جلبان مجمد,36
عجائن و فلفل اخضر,عجائن و فلفل اخضر,3
مرقة حمص,مرقة حمص,40
فوز,فوز,26
مربي أوزبدة,مربي أوزبدة,32
تقدم وجبات باردة لقلة تعداد الطلبة في امتحان الاستدراك,تقدم وجبات باردة لقلة تعداد الطلبة في امتحان الاستدراك,7
مربى أو زبدة,مربى أو زبدة,32
مربي أوزبدة,مربي أوزبدة,32
جلبان محمد مرقة,جلبان محمد مرقة,36
دجاج طازج,دجاج طازج,45
ياوغرت فواكه,ياوغرت فواكه,9
أرز مرقة,أرز مرقة,40
زيتون بدون نواة مرقة,زيتون بدون نواة مرقة,21
فريت بطاطا,فريت بطاطا,12
ياوغرت فواكه,ياوغرت فواكه,9
طونة معلبة 65غ,طونة معلبة 65غ,2
طونة معلبة 65غ,طونة معلبة 65غ,2
زيتون بدون نواة او جلبان مجمد مرقة,زيتون بدون نواة او جلبان مجمد مرقة,21
لحم دجاج طازج,لحم دجاج طازج,45
راكو,راكو,24
بيص مسلوق,بيص مسلوق,28
موز او عصير الفواكه,موز او عصير الفواكه,16
راكو مرقة,راكو مرقة,40
فاصولياء بيضاء مرقة,فاصولياء بيضاء مرقة,37
موز او برتقال,موز او برتقال,15
أرز أو عدس مرقة,أرز أو عدس مرقة,40
بيض مسلوق أو اوملات,بيض مسلوق أو اوملات,11
عصير الفواكه أو برتقال,عصير الفواكه أو برتقال,16
أرز أو عدس,أرز أو عدس,44
عصير أ و برتقال,عصير أ و برتقال,16
بيص مسلوق أو اوملات,بيص مسلوق أو اوملات,28
